sample-id	biosample_accession	biospecimen_repository_sample_id	bodysite	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	longitude	physical_specimen_location	physical_specimen_remaining	psn	public	qiita_study_id	sample_type	sample_type_qiita	scientific_name	sequencecenter	taxon_id	title
1927.SRS015574.SRX020577.SRR044085	SAMN00036792	700024229	Supragingival_plaque	HMP_SRS015574.SRX020577.SRR044085	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	764285508	9606	39	-77	HMPDAC	FALSE	700024229	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015576.SRX020577.SRR043975	SAMN00036794	700024231	Subgingival_plaque	HMP_SRS015576.SRX020577.SRR043975	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	764285508	9606	39	-77	HMPDAC	FALSE	700024231	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015578.SRX020577.SRR044021	SAMN00036796	700024233	Stool	HMP_SRS015578.SRX020577.SRR044021	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	764285508	9606	39	-77	HMPDAC	FALSE	700024233	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015599.SRX020539.SRR044148	SAMN00036817	700024254	Stool	HMP_SRS015599.SRX020539.SRR044148	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024254	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015601.SRX020525.SRR044527	SAMN00036819	700024256	L_Retroauricular_crease	HMP_SRS015601.SRX020525.SRR044527	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024256	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015603.SRX020525.SRR044545	SAMN00036821	700024258	R_Retroauricular_crease	HMP_SRS015603.SRX020525.SRR044545	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024258	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015605.SRX020525.SRR044549	SAMN00036823	700024260	L_Antecubital_fossa	HMP_SRS015605.SRX020525.SRR044549	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024260	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015607.SRX020525.SRR044514	SAMN00036825	700024262	R_Antecubital_fossa	HMP_SRS015607.SRX020525.SRR044514	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024262	TRUE	1927	R_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015609.SRX020539.SRR044149	SAMN00036827	700024264	Anterior_nares	HMP_SRS015609.SRX020539.SRR044149	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024264	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	WUGSC	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015611.SRX020539.SRR044159	SAMN00036829	700024266	Vaginal_introitus	HMP_SRS015611.SRX020539.SRR044159	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024266	TRUE	1927	Vaginal_introitus	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015613.SRX020539.SRR044127	SAMN00036831	700024268	Mid_vagina	HMP_SRS015613.SRX020539.SRR044127	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:central vagina	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024268	TRUE	1927	Mid_vagina	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015615.SRX020539.SRR044135	SAMN00036833	700024270	Posterior_fornix	HMP_SRS015615.SRX020539.SRR044135	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024270	TRUE	1927	Posterior_fornix	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015621.SRX020539.SRR049855	SAMN00036839	700024276	Tongue_dorsum	HMP_SRS015621.SRX020539.SRR049855	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024276	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015623.SRX020539.SRR049858	SAMN00036841	700024278	Hard_palate	HMP_SRS015623.SRX020539.SRR049858	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024278	TRUE	1927	Hard_palate	hard palate	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015625.SRX020539.SRR049861	SAMN00036843	700024280	Buccal_mucosa	HMP_SRS015625.SRX020539.SRR049861	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024280	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015627.SRX020539.SRR044189	SAMN00036845	700024282	Attached_Keratinized_gingiva	HMP_SRS015627.SRX020539.SRR044189	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024282	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015629.SRX020539.SRR049856	SAMN00036847	700024284	Palatine_Tonsils	HMP_SRS015629.SRX020539.SRR049856	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024284	TRUE	1927	Palatine_Tonsils	palatine tonsil	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015631.SRX020539.SRR044164	SAMN00036849	700024286	Throat	HMP_SRS015631.SRX020539.SRR044164	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024286	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015633.SRX020539.SRR044143	SAMN00036851	700024288	Supragingival_plaque	HMP_SRS015633.SRX020539.SRR044143	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024288	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015635.SRX020539.SRR044142	SAMN00036853	700024290	Subgingival_plaque	HMP_SRS015635.SRX020539.SRR044142	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	764346198	9606	39	-77	HMPDAC	FALSE	700024290	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015653.SRX020525.SRR044551	SAMN00036871	700024308	L_Retroauricular_crease	HMP_SRS015653.SRX020525.SRR044551	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024308	TRUE	1927	L_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015655.SRX020525.SRR044533	SAMN00036873	700024310	R_Retroauricular_crease	HMP_SRS015655.SRX020525.SRR044533	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of external ear	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024310	TRUE	1927	R_Retroauricular_crease	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015657.SRX020525.SRR044573	SAMN00036875	700024312	L_Antecubital_fossa	HMP_SRS015657.SRX020525.SRR044573	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024312	TRUE	1927	L_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015659.SRX020525.SRR047443	SAMN00036877	700024314	R_Antecubital_fossa	HMP_SRS015659.SRX020525.SRR047443	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal surface (non-saline)	Skin	urban biome	human-associated habitat	sebum	human-skin	USA	UBERON:skin	UBERON:sebum	UBERON:skin of elbow	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024314	TRUE	1927	R_Antecubital_fossa	skin	human skin metagenome	WUGSC	539655	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015661.SRX020539.SRR044141	SAMN00036879	700024316	Anterior_nares	HMP_SRS015661.SRX020539.SRR044141	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Skin	urban biome	human-associated habitat	mucus	human-associated	USA	UBERON:respiratory system	UBERON:mucus	UBERON:nose	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024316	TRUE	1927	anterior nares	nares	human nasopharyngeal metagenome	WUGSC	1131769	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015663.SRX020539.SRR044161	SAMN00036881	700024318	Stool	HMP_SRS015663.SRX020539.SRR044161	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024318	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015665.SRX020539.SRR044165	SAMN00036883	700024320	Saliva	HMP_SRS015665.SRX020539.SRR044165	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024320	TRUE	1927	Saliva	saliva	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015669.SRX020539.SRR044126	SAMN00036887	700024324	Tongue_dorsum	HMP_SRS015669.SRX020539.SRR044126	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024324	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015671.SRX020539.SRR049877	SAMN00036889	700024326	Hard_palate	HMP_SRS015671.SRX020539.SRR049877	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024326	TRUE	1927	Hard_palate	hard palate	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015673.SRX020539.SRR044194	SAMN00036891	700024328	Buccal_mucosa	HMP_SRS015673.SRX020539.SRR044194	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024328	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015675.SRX020539.SRR044155	SAMN00036893	700024330	Attached_Keratinized_gingiva	HMP_SRS015675.SRX020539.SRR044155	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024330	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015677.SRX020539.SRR044173	SAMN00036895	700024332	Palatine_Tonsils	HMP_SRS015677.SRX020539.SRR044173	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024332	TRUE	1927	Palatine_Tonsils	palatine tonsil	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015679.SRX020539.SRR044158	SAMN00036897	700024334	Throat	HMP_SRS015679.SRX020539.SRR044158	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024334	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015681.SRX020539.SRR044193	SAMN00036899	700024336	Supragingival_plaque	HMP_SRS015681.SRX020539.SRR044193	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024336	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015683.SRX020539.SRR049878	SAMN00036901	700024338	Subgingival_plaque	HMP_SRS015683.SRX020539.SRR049878	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	764487809	9606	39	-77	HMPDAC	FALSE	700024338	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015704.SRX020539.SRR044180	SAMN00036922	700024359	Saliva	HMP_SRS015704.SRX020539.SRR044180	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024359	TRUE	1927	Saliva	saliva	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015708.SRX020539.SRR044152	SAMN00036926	700024363	Tongue_dorsum	HMP_SRS015708.SRX020539.SRR044152	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024363	TRUE	1927	Tongue_dorsum	tongue	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015710.SRX020539.SRR049859	SAMN00036928	700024365	Hard_palate	HMP_SRS015710.SRX020539.SRR049859	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024365	TRUE	1927	Hard_palate	hard palate	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015712.SRX020539.SRR044144	SAMN00036930	700024367	Buccal_mucosa	HMP_SRS015712.SRX020539.SRR044144	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024367	TRUE	1927	buccal mucosa	buccal mucosa	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015714.SRX020539.SRR044134	SAMN00036932	700024369	Attached_Keratinized_gingiva	HMP_SRS015714.SRX020539.SRR044134	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024369	TRUE	1927	attached keratinized gingiva	gingival swab	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015716.SRX020539.SRR044140	SAMN00036934	700024371	Palatine_Tonsils	HMP_SRS015716.SRX020539.SRR044140	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024371	TRUE	1927	Palatine_Tonsils	palatine tonsil	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015718.SRX020539.SRR044201	SAMN00036936	700024373	Throat	HMP_SRS015718.SRX020539.SRR044201	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:oral cavity	UBERON:mucus	UBERON:throat	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024373	TRUE	1927	Throat	throat	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015720.SRX020539.SRR044198	SAMN00036938	700024375	Supragingival_plaque	HMP_SRS015720.SRX020539.SRR044198	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024375	TRUE	1927	Supragingival_plaque	supragingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015722.SRX020539.SRR044130	SAMN00036940	700024377	Subgingival_plaque	HMP_SRS015722.SRX020539.SRR044130	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	organic material	human-oral	USA	UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024377	TRUE	1927	Subgingival_plaque	subgingival dental plaque	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015724.SRX020539.SRR044132	SAMN00036942	700024379	Stool	HMP_SRS015724.SRX020539.SRR044132	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Stool	urban biome	human-associated habitat	feces	human-gut	USA	UBERON:feces	UBERON:feces	UBERON:feces	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024379	TRUE	1927	Stool	feces	human gut metagenome	WUGSC	408170	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015736.SRX020539.SRR044174	SAMN00036954	700024391	Vaginal_introitus	HMP_SRS015736.SRX020539.SRR044174	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:vaginal introitus	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024391	TRUE	1927	Vaginal_introitus	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015738.SRX020539.SRR044197	SAMN00036956	700024393	Mid_vagina	HMP_SRS015738.SRX020539.SRR044197	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:central vagina	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024393	TRUE	1927	Mid_vagina	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015740.SRX020539.SRR044195	SAMN00036958	700024395	Posterior_fornix	HMP_SRS015740.SRX020539.SRR044195	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Vaginal	urban biome	human-associated habitat	mucus	human-vaginal	USA	UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	human	Homo sapiens	764467579	9606	39	-77	HMPDAC	FALSE	700024395	TRUE	1927	Posterior_fornix	vaginal mucus	human vaginal metagenome	WUGSC	1632839	"Structure, function and diversity of the healthy human microbiome (V13)"
1927.SRS015758.SRX020539.SRR044162	SAMN00036976	700024413	Saliva	HMP_SRS015758.SRX020539.SRR044162	TRUE	97	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal secretion (non-saline)	Oral	urban biome	human-associated habitat	saliva	human-oral	USA	UBERON:saliva	UBERON:saliva	UBERON:saliva	human	Homo sapiens	764224817	9606	39	-77	HMPDAC	FALSE	700024413	TRUE	1927	Saliva	saliva	human oral metagenome	WUGSC	447426	"Structure, function and diversity of the healthy human microbiome (V13)"
