4022cad75c4c61f84f5b974a076ee5d9,NR_041313,0.0,892,99,98.830,Bacteroides finegoldii
b0838a98c70e12b3d7adf34cfd5118bf,NR_041313,0.0,898,99,99.023,Bacteroides finegoldii
f102ec5fe7b25c01368a452fff058350,NR_112947,0.0,872,97,98.793,Bacteroides xylanisolvens XB1A
bc1e772f607585d59d14c20ffe46697c,NR_041691,0.0,666,99,89.041,Butyricimonas virosa
6e32a194372693ed5c3b3a6e15d21bc7,NR_112932,0.0,838,97,97.194,Bacteroides caccae
911b732387ef382e8d04b8cf737ce0e1,NR_112935,0.0,822,98,96.071,Bacteroides eggerthii
911b732387ef382e8d04b8cf737ce0e1,NR_112935,0.11,37.4,98,77.778,Bacteroides eggerthii
7288a7778839f6693c66a318036767b4,NR_112935,0.0,854,99,97.082,Bacteroides eggerthii
7288a7778839f6693c66a318036767b4,NR_112935,0.11,37.4,99,77.778,Bacteroides eggerthii
7455337a6ce684db55ef932c985d9aae,NR_074784,0.0,801,99,94.892,Bacteroides fragilis NCTC 9343
f86f81e91e976b783651c4fcc1241518,NR_074277,0.0,855,99,97.065,Bacteroides thetaiotaomicron
7a2f7c1576ffd6966dcd2417e66462be,NR_113065,0.0,854,99,97.082,Bacteroides clarus YIT 12056
6c55607ff657560a660a9304aa3ce062,NR_113065,0.0,911,99,99.804,Bacteroides clarus YIT 12056
c74fa13dff66cc7714f2382c5ae163ac,NR_113065,0.0,902,99,99.411,Bacteroides clarus YIT 12056
74d48eee58050b3a4e4ed887d1c962f4,NR_113065,0.0,906,99,99.607,Bacteroides clarus YIT 12056
c14e26672ff5e1cfddf8cc8028cb54f1,NR_074277,0.0,826,99,95.898,Bacteroides thetaiotaomicron
654d32b6308d1366bc1f2f717d5bebdf,NR_112940,0.0,815,96,96.586,Bacteroides ovatus
3aa3ee9d0508bcc092a79e59cbb5feee,NR_112943,0.0,834,97,97.183,Bacteroides stercoris ATCC 43183
1fbb4c49d9ddd0b104c3edd143251bd1,NR_113065,0.0,910,99,99.607,Bacteroides clarus YIT 12056
4fb734a71115685f82f6bdd1334e10ff,NR_112933,0.0,844,98,97.030,Bacteroides cellulosilyticus
d68d5ce192669875e0564ed645c40aad,NR_113077,0.0,764,97,94.000,Paraprevotella clara
bc095ee648e5579788db833c1bb23037,NR_180458,0.0,841,99,96.477,Bacteroides zhangwenhongii
75274588247dba7ff57ac40debbbdd76,NR_112940,0.0,840,97,97.390,Bacteroides ovatus
26143de5be7a515c8fcf5038917865d1,NR_025300,4.19e-165,581,98,85.575,Prevotella albensis
13ad94e2e52ab4fd6e26952c3245a870,NR_113067,0.0,841,96,97.581,Bacteroides faecis MAJ27
ad6c51b5f308f9fa96e7ffb4764fbaf4,NR_112940,0.0,836,97,97.189,Bacteroides ovatus
c7b02e5c0dc270b53e33bde13e73376a,NR_113151,0.0,688,98,90.392,Alistipes onderdonkii
47a284e77b6d0570409f0901e19eb786,NR_179631,2.03e-175,614,89,90.414,Corynebacterium dentalis
4ba65a919692a635eb1f6f6d98c83ce9,NR_113077,0.0,789,97,95.210,Paraprevotella clara
14a85122749df36dfe86df166d895b08,NR_112940,0.0,836,97,97.189,Bacteroides ovatus
c605986f9d48b3792f028f57e1676fa9,NR_112947,0.0,820,96,96.781,Bacteroides xylanisolvens XB1A
dd97421a1cc0a546f51c484e83944816,NR_113073,0.0,731,97,92.400,Barnesiella intestinihominis
03c40ec6b388a794caefc26992614568,NR_180463,0.0,791,99,94.553,Bacteroides luhongzhouii
3b1011935ad97967f6a8197e0d16a039,NR_112935,0.0,771,99,93.750,Bacteroides eggerthii
ea77bdd1cb894567e9fbf19f484fc67b,NR_102944,0.0,758,98,93.267,Alistipes finegoldii
8b0af04aa5fe73ed5a996223257cc993,NR_113065,0.0,874,99,98.035,Bacteroides clarus YIT 12056
a5a689854d6718cb6685d8e1456aa1ca,NR_112947,0.0,827,97,96.781,Bacteroides xylanisolvens XB1A
72278b5ea21e98a33092ee0649281d6b,NR_040866,0.0,871,98,98.425,Bacteroides uniformis
0f33f7a225fd479ee384cf29ea067dbb,NR_112939,0.0,806,99,95.108,Bacteroides nordii WAL 11050 = JCM 12987
8b1da4871447f34ca2554964488b2fc6,NR_112939,0.0,795,99,94.727,Bacteroides nordii WAL 11050 = JCM 12987
5d22d73c0d3bdb271b624133f106de25,NR_112939,0.0,901,98,99.605,Bacteroides nordii WAL 11050 = JCM 12987
6747855d00e3a0dd88d861a1dcb04e3f,NR_042745,0.0,767,98,93.738,Phocaeicola massiliensis
7942441b01a505957a8cca4aae87f76a,NR_112939,0.0,902,98,99.604,Bacteroides nordii WAL 11050 = JCM 12987
0e9d1c54a84ab281be8dffb42524fb38,NR_112939,0.0,899,98,99.604,Bacteroides nordii WAL 11050 = JCM 12987
2d50bd91fa15855197d7c7be8c9ce2f0,NR_112939,0.0,902,98,99.604,Bacteroides nordii WAL 11050 = JCM 12987
6797019d982906d8272e97aa2c6bc516,NR_112939,0.0,911,98,100.000,Bacteroides nordii WAL 11050 = JCM 12987
10f47d09d89164bf9fff53b3b8ed69b3,NR_112939,0.0,911,98,100.000,Bacteroides nordii WAL 11050 = JCM 12987
35b63d2e9d1d3cf6bc272ff911566076,NR_112939,0.0,907,98,99.802,Bacteroides nordii WAL 11050 = JCM 12987
bd505610703bee5e56d73ee3fa61022a,NR_074784,0.0,905,99,99.411,Bacteroides fragilis NCTC 9343
03c561dc74ca118f50d233a1f511e4e1,NR_074784,0.0,901,99,99.214,Bacteroides fragilis NCTC 9343
c264bab4efa9de3ad8adf5df365f14ee,NR_074784,0.0,910,99,99.607,Bacteroides fragilis NCTC 9343
09937d78303ac07dcdb67ce9dcea9684,NR_074784,0.0,901,99,99.214,Bacteroides fragilis NCTC 9343
61603ed01e7678bdb4d6156c8f2bb6a4,NR_074784,0.0,897,99,99.214,Bacteroides fragilis NCTC 9343
39822d8c7b3120917cbaa4cfb6074995,NR_074784,0.0,905,99,99.411,Bacteroides fragilis NCTC 9343
73fa448da7dbf024190d520f40945019,NR_074784,0.0,893,99,99.018,Bacteroides fragilis NCTC 9343
ac1f6b056f709695991b79c0e15d70f6,NR_074784,0.0,903,99,99.412,Bacteroides fragilis NCTC 9343
2380a71e944e54ef6b71bb165dfb296d,NR_112932,0.0,881,97,99.200,Bacteroides caccae
e7bf9d5665fd0b004e50cd7aa217bd7f,NR_113067,0.0,889,97,99.799,Bacteroides faecis MAJ27
8fb1e10b9714b43dc0cf93e5b959d8c9,NR_112932,0.0,871,97,98.798,Bacteroides caccae
a36437f8a5ece09fa8e354651174dad3,NR_112932,0.0,887,97,99.399,Bacteroides caccae
d7b4a31c0aca4c2ac6a9ab6c16d99653,NR_112932,0.0,887,97,99.399,Bacteroides caccae
d3fcc5ca59fb2d7d00fa9055d08a123a,NR_112932,0.0,881,97,99.200,Bacteroides caccae
24a53dc75919cc9e6670561fc024160b,NR_112932,0.0,873,97,99.000,Bacteroides caccae
07eed3d22a04711d51c38eb4ce173f5f,NR_112932,0.0,881,97,99.200,Bacteroides caccae
804dc72ed7215b2ca86485168fa12439,NR_116181,0.0,803,98,95.455,Bacteroides ovatus
4f44ba6266e3d91178082f1c3eb23745,NR_112932,0.0,881,97,99.200,Bacteroides caccae
9517c73b9f161d9f5933fd3f951b040f,NR_112932,0.0,881,97,99.200,Bacteroides caccae
ebe57d3acc38eb1be02b59e8488655af,NR_112932,0.0,881,97,99.200,Bacteroides caccae
9a23a80b63031865d9b697248696f649,NR_113067,0.0,889,97,99.799,Bacteroides faecis MAJ27
05c952160c2434be51ebf9aeb6888de8,NR_113067,0.0,889,97,99.799,Bacteroides faecis MAJ27
474b708cedaccf045c61014e5c36b138,NR_113067,0.0,889,97,99.799,Bacteroides faecis MAJ27
a1a8c948aedebd3eeae94fd6551b8488,NR_113067,0.0,895,96,100.000,Bacteroides faecis MAJ27
914585bb03031058aaf349f7015cf118,NR_113067,0.0,895,96,100.000,Bacteroides faecis MAJ27
5338f7cbd7f33df5b910bf0afa329d56,NR_113067,0.0,882,96,99.395,Bacteroides faecis MAJ27
06e46e2845fa1f55dae8a3e22ffc0532,NR_113067,0.0,823,96,97.183,Bacteroides faecis MAJ27
e74653fbb00c4e4fa304cadb27cce526,NR_113067,0.0,889,97,99.799,Bacteroides faecis MAJ27
deeb229564841964a4398a20e43682ae,NR_113067,0.0,794,96,95.573,Bacteroides faecis MAJ27
8c2899eb2d8a48c1cac370a4d0ef9de7,NR_180463,0.0,850,99,96.893,Bacteroides luhongzhouii
49b78e33c6308db5b5fe62c3aa514b8a,NR_112947,0.0,845,96,97.796,Bacteroides xylanisolvens XB1A
db2e85588c4ce4f59e0f659314e87a84,NR_112942,0.0,876,96,99.394,Bacteroides salyersiae
0015728e5a2917e1bf4ce52c193f4989,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
b7b0d63d114259ac3b92fd2507795c2a,NR_112940,0.0,893,97,99.800,Bacteroides ovatus
6b1cfdc78e3439b336ab3bbb2137f874,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
e1bbb4c5117fcb5e5294cf0a1cbc3564,NR_112932,0.0,871,97,99.002,Bacteroides caccae
abe5de90b7efc15c9763959c1a33a55b,NR_147404,0.0,792,99,94.347,Massiliprevotella massiliensis
587f8a535752526093a4c022f9360bd1,NR_112932,0.0,893,97,99.800,Bacteroides caccae
5f98fad41ce0c2ebb5c7c57e092e2e86,NR_112932,0.0,884,97,99.599,Bacteroides caccae
813682cefd05c2e3651ee1e8fbf4fd61,NR_112932,0.0,882,97,99.400,Bacteroides caccae
e186384d731e4850a31ff0b4556ba99c,NR_112932,0.0,888,97,99.599,Bacteroides caccae
3b267f9ed50bc3e511db9751ade73edf,NR_112932,0.0,888,97,99.599,Bacteroides caccae
16adbe349cca3a0a4c450d61bac0d50a,NR_112932,0.0,896,97,99.800,Bacteroides caccae
d844e9764c5f0b089872ab3f369bcece,NR_112932,0.0,896,97,99.800,Bacteroides caccae
b0ff83081a1c106c126c7b8097a9df6d,NR_112932,0.0,882,97,99.400,Bacteroides caccae
9751601530a8c8e68232efcbca04330d,NR_112932,0.0,901,97,100.000,Bacteroides caccae
2428450cd0fdf70715360e1ce4e11fb5,NR_112932,0.0,875,97,99.202,Bacteroides caccae
33112f2968a851fb5580c4d821a382ed,NR_112947,0.0,879,97,99.197,Bacteroides xylanisolvens XB1A
a80958ca4e34f4661b84eac8d2de871d,NR_112947,0.0,890,97,99.598,Bacteroides xylanisolvens XB1A
23cf3e3e5e03171729a59ec9e2d12574,NR_180463,0.0,848,99,96.887,Bacteroides luhongzhouii
17942c5fc04f4b0120c4f229b8a0def3,NR_112947,0.0,884,97,99.398,Bacteroides xylanisolvens XB1A
6fb09a5cca7f32ed8558f01e3257fe9c,NR_180463,0.0,848,99,96.887,Bacteroides luhongzhouii
b19fdc23c0618ab1025ef5bc1ec0066c,NR_180463,0.0,856,99,97.082,Bacteroides luhongzhouii
58757fe98429830020b884aea75040fe,NR_180463,0.0,844,99,96.705,Bacteroides luhongzhouii
2ddef80edb5e6eba44e92035829a7483,NR_180463,0.0,850,99,96.893,Bacteroides luhongzhouii
a582dbe5e3e773fa05402412b856e67c,NR_112947,0.0,890,97,99.598,Bacteroides xylanisolvens XB1A
d5f96d28ba43860a976a161a27af195b,NR_112947,0.0,843,96,97.590,Bacteroides xylanisolvens XB1A
a0433be7c2c37b7122e3e1e1ec90cf86,NR_112947,0.0,890,97,99.598,Bacteroides xylanisolvens XB1A
11b13a6cbb24ece76a66792a42d9bbbe,NR_074784,0.0,802,99,95.088,Bacteroides fragilis NCTC 9343
e8cdb99f8e84fad8f338f6fb0f21b62a,NR_112947,0.0,874,96,99.195,Bacteroides xylanisolvens XB1A
d9d1bd0ac1f2ba5463d79f6862e121da,NR_112947,0.0,831,95,97.390,Bacteroides xylanisolvens XB1A
3b72abd66309c0bc32c5c6f60cd82cda,NR_112947,0.0,878,96,99.396,Bacteroides xylanisolvens XB1A
12449bbeb356c55089785c2fc7b4a527,NR_180463,0.0,856,99,97.082,Bacteroides luhongzhouii
4d9614f89e958434fbff52b3b3791f01,NR_112947,0.0,885,97,99.396,Bacteroides xylanisolvens XB1A
3c19feaddac456f7f7e016edc9cdc6f5,NR_112947,0.0,881,97,99.195,Bacteroides xylanisolvens XB1A
716ab3f60aea8ae25500112cb4d071ec,NR_112947,0.0,875,97,99.197,Bacteroides xylanisolvens XB1A
274303ad912638ba07e02155c298b37a,NR_112947,0.0,884,97,99.398,Bacteroides xylanisolvens XB1A
11debe3cbd36ec28512f8c8f79da9dbe,NR_112947,0.0,890,97,99.598,Bacteroides xylanisolvens XB1A
65d55477d6398a6f01c0c9135147d0f9,NR_112947,0.0,890,97,99.598,Bacteroides xylanisolvens XB1A
c2673f4cb3ca89a7a0a0f1b3714959af,NR_112947,0.0,884,97,99.398,Bacteroides xylanisolvens XB1A
ada067a56e4dcede6acbefb0fe00fc13,NR_112947,0.0,874,96,99.195,Bacteroides xylanisolvens XB1A
3bcbf77f45de63a1e799edf3d546eeaa,NR_112947,0.0,877,97,99.198,Bacteroides xylanisolvens XB1A
edcc7241e71ddd15470f4459f280bf0a,NR_112947,0.0,884,97,99.398,Bacteroides xylanisolvens XB1A
32974196b9b25159293dbe01c4424610,NR_112947,0.0,823,95,96.579,Bacteroides xylanisolvens XB1A
d8f3b2f8b0baa7e1c31cbaa4473525a1,NR_112947,0.0,841,96,97.586,Bacteroides xylanisolvens XB1A
8587fff5f451c32712476f0a9d51cb02,NR_112947,0.0,894,97,99.799,Bacteroides xylanisolvens XB1A
dc82965a252978bf77f44a587973cdb1,NR_112947,0.0,888,97,99.598,Bacteroides xylanisolvens XB1A
f7fb25e61ed21df9376daf311cb7bd09,NR_112947,0.0,886,96,99.598,Bacteroides xylanisolvens XB1A
c077b1554adc5280e4f20a2fca072952,NR_112947,0.0,878,96,99.396,Bacteroides xylanisolvens XB1A
058647f7ca58b8497206537f7a96a615,NR_112947,0.0,888,97,99.598,Bacteroides xylanisolvens XB1A
b75b2a55e961ca198a5e6cc7dcb1ac3d,NR_112947,0.0,884,97,99.398,Bacteroides xylanisolvens XB1A
8c716a76b6bc504d9029dc6efe482051,NR_112947,0.0,888,97,99.598,Bacteroides xylanisolvens XB1A
a82b40decde7558092afa0310720ca99,NR_113065,0.0,856,99,97.250,Bacteroides clarus YIT 12056
2fd9738d49a1890d3a647e4707a566ea,NR_180463,0.0,861,99,97.276,Bacteroides luhongzhouii
652ad57cdf534f16caf93828dce6a886,NR_112947,0.0,879,97,99.197,Bacteroides xylanisolvens XB1A
c56e8b39ed529b7e89d0cc0e4e2c23be,NR_112947,0.0,885,97,99.396,Bacteroides xylanisolvens XB1A
7cd0e397158605b03c71f03cf6988695,NR_180463,0.0,848,99,96.887,Bacteroides luhongzhouii
c4100ba6f2221e3e02717926fb720d2f,NR_180463,0.0,856,99,97.082,Bacteroides luhongzhouii
a2371da6f0098fbe876a79906ebb2e30,NR_180463,0.0,852,99,96.887,Bacteroides luhongzhouii
743721fc404055c1638d02ff3875f7d9,NR_180463,0.0,848,99,96.887,Bacteroides luhongzhouii
15fe6425ddb933875ccced3a85665e86,NR_112947,0.0,879,97,99.197,Bacteroides xylanisolvens XB1A
8e343e3911cecb87c14cbe0128d269bc,NR_112947,0.0,875,97,99.197,Bacteroides xylanisolvens XB1A
b918083890a6ebfcf57db29bf9c8a884,NR_112947,0.0,888,97,99.598,Bacteroides xylanisolvens XB1A
cc9028c4ce4481e92933b60e79df3481,NR_112947,0.0,834,96,97.189,Bacteroides xylanisolvens XB1A
8b236713c1970358a87bd2331c1b336d,NR_112942,0.0,883,96,99.595,Bacteroides salyersiae
70bde8ca78158083c58c6670e11c1e7c,NR_112942,0.0,883,96,99.595,Bacteroides salyersiae
f77f71cdc00c49179b6371cbdb622220,NR_112942,0.0,884,96,99.798,Bacteroides salyersiae
f4f3c952bd4b3e4ea1d67ffe69175bad,NR_112942,0.0,887,96,99.798,Bacteroides salyersiae
b5eb30318dc0380406381e7282835d05,NR_112942,0.0,887,96,99.798,Bacteroides salyersiae
6ba546c88a2008e6d23fdd4f45ae6fbe,NR_112942,0.0,887,96,99.798,Bacteroides salyersiae
3a18258a8e618918b3369ef92332f129,NR_112942,0.0,875,96,99.393,Bacteroides salyersiae
1e184b2153b3bdd9129845737b6c57d7,NR_112942,0.0,878,96,99.393,Bacteroides salyersiae
e351efdf2afe7dc698f64fc193f604e6,NR_112942,0.0,883,96,99.595,Bacteroides salyersiae
337469119a7dfaba56eb8072b84c34c1,NR_112942,0.0,883,96,99.595,Bacteroides salyersiae
b6801a2f108ae1e74dc23f83f3c6b602,NR_112942,0.0,875,96,99.393,Bacteroides salyersiae
18372d5f2ff5008b184dedcc64cc6c7f,NR_112942,0.0,875,96,99.393,Bacteroides salyersiae
ec1ac079d35635d9384de96741f09e7b,NR_179552,0.0,918,99,99.804,Bacteroides congonensis
f6d5a1377691af82a0d3fa9f7dc278ad,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
30864049b82e5cdeb25e5e2618228498,NR_074277,0.0,911,99,99.609,Bacteroides thetaiotaomicron
4e4e30976c733c05c7e7a7050bc5de37,NR_074277,0.0,842,99,96.875,Bacteroides thetaiotaomicron
01a3791fed84fa73b9b1ed8d133b3658,NR_074277,0.0,895,99,98.826,Bacteroides thetaiotaomicron
8e769b907bb0d1091d95e610e2e50236,NR_074277,0.0,893,99,98.828,Bacteroides thetaiotaomicron
e70933a666a934ae117f6921743e6b29,NR_074277,0.0,873,99,97.847,Bacteroides thetaiotaomicron
f492979fe9915294e972c955e4e420c8,NR_112947,0.0,885,97,99.396,Bacteroides xylanisolvens XB1A
a39ba9b298adb2dde5a5e3318ebf4c8c,NR_112947,0.0,884,97,99.398,Bacteroides xylanisolvens XB1A
87ab43cc95cd56335d88a7b25b3bb752,NR_074277,0.0,913,99,99.609,Bacteroides thetaiotaomicron
204ec80648448d056659a73a2561d362,NR_074277,0.0,832,99,96.086,Bacteroides thetaiotaomicron
5adeba81e53d70280eb9187068fc3800,NR_074277,0.0,896,99,99.022,Bacteroides thetaiotaomicron
76f0ea033f7fd7c6767b140305818f1f,NR_074277,0.0,865,99,97.852,Bacteroides thetaiotaomicron
00d4d10cd379e8e3fd86637b166ad91a,NR_074277,0.0,911,99,99.609,Bacteroides thetaiotaomicron
c0ee2b3b612192833bf4cb66463401c4,NR_074277,0.0,911,99,99.609,Bacteroides thetaiotaomicron
1d57accaf84914127f10aed2e1d3f78b,NR_074277,0.0,918,99,99.804,Bacteroides thetaiotaomicron
db01e85aa9b3eae1bf34a08013dd2af6,NR_074277,0.0,918,99,99.804,Bacteroides thetaiotaomicron
e2af3dacd337aeaa615ce493ac3cc647,NR_074277,0.0,909,99,99.413,Bacteroides thetaiotaomicron
c8a5a8440b917c6436d2701f80b8fbe5,NR_074277,0.0,904,99,99.217,Bacteroides thetaiotaomicron
f4acff0d24e00fc4920ffcc0700d811f,NR_074277,0.0,892,99,98.830,Bacteroides thetaiotaomicron
1389a5e9d90149078f5d1b777c944a09,NR_074277,0.0,909,99,99.413,Bacteroides thetaiotaomicron
0054401d3d93df276aa33d4af2a7c8bc,NR_112940,0.0,849,97,97.791,Bacteroides ovatus
13fa8dd28cee43cb39a81decc1f87be6,NR_116181,0.0,870,98,98.413,Bacteroides ovatus
3249bc3a9c371f75807567e0cb32b41d,NR_179662,9.21e-180,628,98,88.039,Parabacteroides pacaensis
eecf7747024f3efbe4cb6cb7958462b9,NR_074277,0.0,900,99,99.022,Bacteroides thetaiotaomicron
2833c1cc37edbd890d663795eac0451b,NR_074277,0.0,911,99,99.609,Bacteroides thetaiotaomicron
d2ee7056d41389ce935ed19267972b74,NR_074277,0.0,898,99,99.023,Bacteroides thetaiotaomicron
92b918a1aa5cc678e26da5dbad550565,NR_074277,0.0,911,99,99.609,Bacteroides thetaiotaomicron
5f48ebac54729bf722972cd770167f2c,NR_112940,0.0,881,97,99.197,Bacteroides ovatus
8c5fb7075426ce60bbdc735dc5cd060b,NR_112940,0.0,867,97,98.594,Bacteroides ovatus
0380ecab7a29fe258a5511a05e91ea30,NR_112940,0.0,853,97,98.196,Bacteroides ovatus
1e534d48a9ca9e7641b8de634a0b911f,NR_116181,0.0,884,98,99.008,Bacteroides ovatus
873e9b2e193f9a5188d5ce1d161641ca,NR_116181,0.0,880,98,99.008,Bacteroides ovatus
6c17c153b68a0d3cbae94fba87b9f8be,NR_116181,0.0,888,98,99.206,Bacteroides ovatus
3f38c7f6d6f6df8677181387a76af323,NR_116181,0.0,876,97,99.004,Bacteroides ovatus
d8f32012f992b5cf92bfeafa95c4eb84,NR_112940,0.0,859,97,98.394,Bacteroides ovatus
dcdcb36e0e63eab56c147ed1b52a830f,NR_116181,0.0,875,98,98.810,Bacteroides ovatus
3746da433da840ab988c2d0cace6e41d,NR_102944,0.0,718,98,91.485,Alistipes finegoldii
408e2671ec4182bc6408e24cea0834cd,NR_074784,0.0,838,99,96.660,Bacteroides fragilis NCTC 9343
0287a419f4c52ea5a1106ad1d110e4fb,NR_074784,0.0,842,99,96.660,Bacteroides fragilis NCTC 9343
b1bc14f3cc3ada39bf094598642fd7a4,NR_112940,0.0,881,97,99.197,Bacteroides ovatus
62e0172fc5c5bf01498ee317d54ae693,NR_112940,0.0,879,97,99.198,Bacteroides ovatus
40d4e30799f1b0ac4e9ae0cfb2b00ce4,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
fd476982409d9b64a2dc05222c9577f3,NR_112940,0.0,879,97,99.198,Bacteroides ovatus
d883892d286b646d0e34ea709e430d0c,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
2bca103464018399dff59cfb9a0e3464,NR_112940,0.0,879,97,99.198,Bacteroides ovatus
286320d6ef44f811733a4d72afd29cd1,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
b430a3110036626df949472098699554,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
74afb4d605b991435bc697c9687645e2,NR_112940,0.0,882,97,99.398,Bacteroides ovatus
bd1eab41032c962b65b66ac0f2c48699,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
96ddf59be85bafea36991e147083f573,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
14a5a808267ac85966b1ba33df9d4e9d,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
73741053eb77f8562ea649ab14b00c22,NR_112940,0.0,886,97,99.598,Bacteroides ovatus
34f40af45c915490d10c4fc4de34258a,NR_112940,0.0,809,97,95.984,Bacteroides ovatus
1e0d6402d5666cab1ba0c3415295e0a0,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
df834ae3bc24b88f852dd2b9a4a3dacc,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
88ac26f5ae3b89114785403c5bd010a1,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
f03ccd4b8704e2133bc6515aeca35e09,NR_074784,0.0,833,99,96.267,Bacteroides fragilis NCTC 9343
b545965ada5ab1b32e8de48a58154828,NR_074277,0.0,866,99,97.656,Bacteroides thetaiotaomicron
1045c8ab134b6023352e7627f2bfc592,NR_113067,0.0,855,96,98.185,Bacteroides faecis MAJ27
69a35471f80c178b359ff96d9e8c8c2a,NR_112933,0.0,853,98,97.426,Bacteroides cellulosilyticus
743c7cd5be05fca25b4321da460b131a,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
7c3a94a1ebff90d8e842e0213c554645,NR_041461,0.0,824,99,95.890,Phocaeicola coprophilus
e334db4b3b1787885c1c13fa78f1a8e9,NR_112940,0.0,876,97,99.399,Bacteroides ovatus
dbe401aaf899521b2cb798aeb08d9d05,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
c72c0c2b68c8c07101a32baa78690a02,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
b38b413ed4339c6617a5fab8142bdb38,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
730914153ced7f0321b750ab3e8e2416,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
48e12044a28923063160c11d38ffea34,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
5f1491f9f351401d0bc35c177dd618ad,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
a9637342e0c52198c208eb90be6b2a17,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
282d6571a4c5b2af60339e0dd44c4c3c,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
e8daec6549f05a6f93ea479efb392b09,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
16169d852e10170e34186101d012165f,NR_112940,0.0,882,97,99.398,Bacteroides ovatus
57765497887710aac1f8bc74735146be,NR_112940,0.0,888,97,99.599,Bacteroides ovatus
282a1eb638912d7320a1521e2bf0d3d0,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
5acbdb2692f35d27175b7c2dc77bd3c3,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
d7b6a46f0406efe042fc22b2c0b1266a,NR_112940,0.0,888,97,99.599,Bacteroides ovatus
451ec6d6bf80e8ef61d47923305d693b,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
63192c147d5074243a15717b125314d9,NR_112940,0.0,877,97,99.197,Bacteroides ovatus
1f61db7402ae4908491ca0f55e26d647,NR_112940,0.0,886,97,99.598,Bacteroides ovatus
83cc16089a25ff20dda4ef9fe40f506b,NR_112940,0.0,886,97,99.400,Bacteroides ovatus
305d9eb63523d0c82510a3543c213479,NR_112940,0.0,893,97,99.800,Bacteroides ovatus
ec5ba9552eca08f083120082b3e37206,NR_112940,0.0,899,97,100.000,Bacteroides ovatus
c3ba29ab1e289f8c138c8763be444e1f,NR_112940,0.0,899,97,100.000,Bacteroides ovatus
eefae1c5217ce63aaeb6af3875026a06,NR_112940,0.0,891,97,99.799,Bacteroides ovatus
136915edfe88fbce3d8588d1c2ef15d4,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
b62525c090bab4ae88cec11f18acae71,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
a3f186d3db98356b94daa76f37528576,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
b419bd8e855a62b86dc0ab1a770361fc,NR_112940,0.0,878,96,99.398,Bacteroides ovatus
bf04eefb54f1f4be5db159c348d91b7c,NR_112940,0.0,882,97,99.398,Bacteroides ovatus
b0abe31b39a199db50c7af0a0d15ca46,NR_112940,0.0,874,96,99.197,Bacteroides ovatus
0768cfa758c63a2c05f16cce93a21208,NR_112932,0.0,847,97,97.595,Bacteroides caccae
4f14ead2823d3ac979f047e3e074dab6,NR_112940,0.0,855,97,98.410,Bacteroides ovatus
7085b95486e5297e6d0eb7723639a598,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
3a1234ffc57affcd60ddfcdb9e10778b,NR_112940,0.0,879,97,99.198,Bacteroides ovatus
ba72ae45d30a3d383f8e7de49df3a910,NR_112940,0.0,890,97,99.598,Bacteroides ovatus
be72538bd46baf210ce6fd724c46f10f,NR_112940,0.0,894,97,99.799,Bacteroides ovatus
a8f46be83065b3b463df5129996e560c,NR_116181,0.0,755,97,93.651,Bacteroides ovatus
e31db035ceda57b59272b995fccdeff9,NR_112940,0.0,885,97,99.398,Bacteroides ovatus
722cd56fc06bc762815f1c9d8a08cf55,NR_112940,0.0,884,97,99.399,Bacteroides ovatus
156cd63258b67ad38b0e33b32fe2f96d,NR_112940,0.0,888,97,99.599,Bacteroides ovatus
87faeb4a5206f4e40d4ff3eb13302b66,NR_040866,0.0,801,98,95.257,Bacteroides uniformis
43ac12ff48d9b304efce126891163ee2,NR_112940,0.0,873,97,98.996,Bacteroides ovatus
a905c9c7a0e7337c3fbc869ec202a48c,NR_112943,0.0,811,97,96.177,Bacteroides stercoris ATCC 43183
